category_code,model,origin_date,horizon,actual,predicted
M01AB,sarima,2018-01-31,3,170.02000000000007,137.605122092228
M01AB,naive,2018-02-28,1,146.16,128.36
M01AB,naive,2018-02-28,3,160.52000000000004,128.36
M01AB,seasonal_naive,2018-02-28,1,146.16,162.85000000000002
M01AB,seasonal_naive,2018-02-28,3,160.52000000000004,143.66
M01AB,moving_average,2018-02-28,1,146.16,140.21666666666667
M01AB,moving_average,2018-02-28,3,160.52000000000004,140.21666666666667
M01AB,holt_winters,2018-02-28,1,146.16,142.58341552850118
M01AB,holt_winters,2018-02-28,3,160.52000000000004,132.5498990333143
M01AB,sarima,2018-02-28,1,146.16,138.09506659539525
M01AB,sarima,2018-02-28,3,160.52000000000004,131.52442099827067
M01AB,naive,2018-03-31,1,170.02000000000007,146.16
M01AB,naive,2018-03-31,3,141.18,146.16
M01AB,seasonal_naive,2018-03-31,1,170.02000000000007,155.61000000000004
M01AB,seasonal_naive,2018-03-31,3,141.18,122.33
M01AB,moving_average,2018-03-31,1,170.02000000000007,135.6
M01AB,moving_average,2018-03-31,3,141.18,135.6
M01AB,holt_winters,2018-03-31,1,170.02000000000007,138.65732292758358
M01AB,holt_winters,2018-03-31,3,141.18,130.1887751325728
M01AB,sarima,2018-03-31,1,170.02000000000007,139.38598223468728
M01AB,sarima,2018-03-31,3,141.18,127.96379206001986
M01AB,naive,2018-04-30,1,160.52000000000004,170.02000000000007
M01AB,naive,2018-04-30,3,150.18,170.02000000000007
M01AB,seasonal_naive,2018-04-30,1,160.52000000000004,143.66
M01AB,seasonal_naive,2018-04-30,3,150.18,159.67
M01AB,moving_average,2018-04-30,1,160.52000000000004,148.18000000000004
M01AB,moving_average,2018-04-30,3,150.18,148.18000000000004
M01AB,holt_winters,2018-04-30,1,160.52000000000004,150.45397667855576
M01AB,holt_winters,2018-04-30,3,150.18,171.32389749318764
M01AB,sarima,2018-04-30,1,160.52000000000004,149.7414205551567
M01AB,sarima,2018-04-30,3,150.18,154.99618745115498
M01AB,naive,2018-05-31,1,141.18,160.52000000000004
M01AB,naive,2018-05-31,3,140.00000000000003,160.52000000000004
M01AB,seasonal_naive,2018-05-31,1,141.18,122.33
M01AB,seasonal_naive,2018-05-31,3,140.00000000000003,170.14999999999998
M01AB,moving_average,2018-05-31,1,141.18,158.90000000000003
M01AB,moving_average,2018-05-31,3,140.00000000000003,158.90000000000003
M01AB,holt_winters,2018-05-31,1,141.18,151.86157749601557
M01AB,holt_winters,2018-05-31,3,140.00000000000003,187.30952357171947
M01AB,sarima,2018-05-31,1,141.18,148.574339928937
M01AB,sarima,2018-05-31,3,140.00000000000003,163.8693346711144
M01AB,naive,2018-06-30,1,150.18,141.18
M01AB,naive,2018-06-30,3,153.52,141.18
M01AB,seasonal_naive,2018-06-30,1,150.18,159.67
M01AB,seasonal_naive,2018-06-30,3,153.52,138.33
M01AB,moving_average,2018-06-30,1,150.18,157.24000000000004
M01AB,moving_average,2018-06-30,3,153.52,157.24000000000004
M01AB,holt_winters,2018-06-30,1,150.18,171.267257085343
M01AB,holt_winters,2018-06-30,3,153.52,153.75442960977173
M01AB,sarima,2018-06-30,1,150.18,157.15348045856214
M01AB,sarima,2018-06-30,3,153.52,150.03761625962252
M01AB,naive,2018-07-31,1,140.00000000000003,150.18
M01AB,naive,2018-07-31,3,144.71000000000004,150.18
M01AB,seasonal_naive,2018-07-31,1,140.00000000000003,170.14999999999998
M01AB,seasonal_naive,2018-07-31,3,144.71000000000004,137.64
M01AB,moving_average,2018-07-31,1,140.00000000000003,150.6266666666667
M01AB,moving_average,2018-07-31,3,144.71000000000004,150.6266666666667
M01AB,holt_winters,2018-07-31,1,140.00000000000003,170.83290538503277
M01AB,holt_winters,2018-07-31,3,144.71000000000004,165.13069996150827
M01AB,sarima,2018-07-31,1,140.00000000000003,157.0694389182052
M01AB,sarima,2018-07-31,3,144.71000000000004,146.64375337263644
M01AB,naive,2018-08-31,1,153.52,140.00000000000003
M01AB,naive,2018-08-31,3,172.29000000000005,140.00000000000003
M01AB,seasonal_naive,2018-08-31,1,153.52,138.33
M01AB,seasonal_naive,2018-08-31,3,172.29000000000005,163.85000000000005
M01AB,moving_average,2018-08-31,1,153.52,143.78666666666666
M01AB,moving_average,2018-08-31,3,172.29000000000005,143.78666666666666
M01AB,holt_winters,2018-08-31,1,153.52,125.11498978277203
M01AB,holt_winters,2018-08-31,3,172.29000000000005,136.01819697050513
M01AB,sarima,2018-08-31,1,153.52,139.4631499747782
M01AB,sarima,2018-08-31,3,172.29000000000005,146.94894182853025
M01AB,naive,2018-09-30,1,144.71000000000004,153.52
M01AB,naive,2018-09-30,3,147.71000000000004,153.52
M01AB,seasonal_naive,2018-09-30,1,144.71000000000004,137.64
M01AB,seasonal_naive,2018-09-30,3,147.71000000000004,160.01000000000002
M01AB,moving_average,2018-09-30,1,144.71000000000004,147.9
M01AB,moving_average,2018-09-30,3,147.71000000000004,147.9
M01AB,holt_winters,2018-09-30,1,144.71000000000004,162.68341024167876
M01AB,holt_winters,2018-09-30,3,147.71000000000004,149.11606196338064
M01AB,sarima,2018-09-30,1,144.71000000000004,145.98767811955395
M01AB,sarima,2018-09-30,3,147.71000000000004,152.03053034288195
M01AB,naive,2018-10-31,1,172.29000000000005,144.71000000000004
M01AB,naive,2018-10-31,3,179.70000000000007,144.71000000000004
M01AB,seasonal_naive,2018-10-31,1,172.29000000000005,163.85000000000005
M01AB,seasonal_naive,2018-10-31,3,179.70000000000007,132.28
M01AB,moving_average,2018-10-31,1,172.29000000000005,146.07666666666668
M01AB,moving_average,2018-10-31,3,179.70000000000007,146.07666666666668
M01AB,holt_winters,2018-10-31,1,172.29000000000005,142.7873190396403
M01AB,holt_winters,2018-10-31,3,179.70000000000007,139.99026567626507
M01AB,sarima,2018-10-31,1,172.29000000000005,152.51772449914984
M01AB,sarima,2018-10-31,3,179.70000000000007,143.9602209644799
M01AB,naive,2018-11-30,1,147.71000000000004,172.29000000000005
M01AB,naive,2018-11-30,3,133.73000000000002,172.29000000000005
M01AB,seasonal_naive,2018-11-30,1,147.71000000000004,160.01000000000002
M01AB,seasonal_naive,2018-11-30,3,133.73000000000002,128.36
M01AB,moving_average,2018-11-30,1,147.71000000000004,156.84000000000003
M01AB,moving_average,2018-11-30,3,133.73000000000002,156.84000000000003
M01AB,holt_winters,2018-11-30,1,147.71000000000004,154.1372792227358
M01AB,holt_winters,2018-11-30,3,133.73000000000002,142.0097387821554
M01AB,sarima,2018-11-30,1,147.71000000000004,160.58450100460175
M01AB,sarima,2018-11-30,3,133.73000000000002,151.13938827179425
M01AB,naive,2018-12-31,1,179.70000000000007,147.71000000000004
M01AB,naive,2018-12-31,3,154.52000000000004,147.71000000000004
M01AB,seasonal_naive,2018-12-31,1,179.70000000000007,132.28
M01AB,seasonal_naive,2018-12-31,3,154.52000000000004,146.16
M01AB,moving_average,2018-12-31,1,179.70000000000007,154.9033333333334
M01AB,moving_average,2018-12-31,3,154.52000000000004,154.9033333333334
M01AB,holt_winters,2018-12-31,1,179.70000000000007,150.78093441573034
M01AB,holt_winters,2018-12-31,3,154.52000000000004,152.72765836970413
M01AB,sarima,2018-12-31,1,179.70000000000007,146.76096663401012
M01AB,sarima,2018-12-31,3,154.52000000000004,150.77021103739224
M01AB,naive,2019-01-31,1,133.73000000000002,179.70000000000007
M01AB,naive,2019-01-31,3,161.39000000000004,179.70000000000007
M01AB,seasonal_naive,2019-01-31,1,133.73000000000002,128.36
M01AB,seasonal_naive,2019-01-31,3,161.39000000000004,170.02000000000007
M01AB,moving_average,2019-01-31,1,133.73000000000002,166.56666666666672
M01AB,moving_average,2019-01-31,3,161.39000000000004,166.56666666666672
M01AB,holt_winters,2019-01-31,1,133.73000000000002,152.58730375943406
M01AB,holt_winters,2019-01-31,3,161.39000000000004,166.37724713747082
M01AB,sarima,2019-01-31,1,133.73000000000002,160.4909389284658
M01AB,sarima,2019-01-31,3,161.39000000000004,170.38389225049082
M01AB,naive,2019-02-28,1,154.52000000000004,133.73000000000002
M01AB,naive,2019-02-28,3,168.04000000000005,133.73000000000002
M01AB,seasonal_naive,2019-02-28,1,154.52000000000004,146.16
M01AB,seasonal_naive,2019-02-28,3,168.04000000000005,160.52000000000004
M01AB,moving_average,2019-02-28,1,154.52000000000004,153.71333333333337
M01AB,moving_average,2019-02-28,3,168.04000000000005,153.71333333333337
M01AB,holt_winters,2019-02-28,1,154.52000000000004,157.67006483325162
M01AB,holt_winters,2019-02-28,3,168.04000000000005,152.5153646820191
M01AB,sarima,2019-02-28,1,154.52000000000004,153.79852645455617
M01AB,sarima,2019-02-28,3,168.04000000000005,157.52854017037288
M01AB,naive,2019-03-31,1,161.39000000000004,154.52000000000004
M01AB,naive,2019-03-31,3,151.5400000000001,154.52000000000004
M01AB,seasonal_naive,2019-03-31,1,161.39000000000004,170.02000000000007
M01AB,seasonal_naive,2019-03-31,3,151.5400000000001,141.18
M01AB,moving_average,2019-03-31,1,161.39000000000004,155.98333333333338
M01AB,moving_average,2019-03-31,3,151.5400000000001,155.98333333333338
M01AB,holt_winters,2019-03-31,1,161.39000000000004,156.46299049643926
M01AB,holt_winters,2019-03-31,3,151.5400000000001,143.91666450787704
M01AB,sarima,2019-03-31,1,161.39000000000004,160.2805774957621
M01AB,sarima,2019-03-31,3,151.5400000000001,152.7826742954352
M01AB,naive,2019-04-30,1,168.04000000000005,161.39000000000004
M01AB,naive,2019-04-30,3,181.0,161.39000000000004
M01AB,seasonal_naive,2019-04-30,1,168.04000000000005,160.52000000000004
M01AB,seasonal_naive,2019-04-30,3,181.0,150.18
M01AB,moving_average,2019-04-30,1,168.04000000000005,149.88000000000002
M01AB,moving_average,2019-04-30,3,181.0,149.88000000000002
M01AB,holt_winters,2019-04-30,1,168.04000000000005,153.26847140101492
M01AB,holt_winters,2019-04-30,3,181.0,167.90342571541785
M01AB,sarima,2019-04-30,1,168.04000000000005,158.25057299866026
M01AB,sarima,2019-04-30,3,181.0,155.54328089785542
M01AB,naive,2019-05-31,1,151.5400000000001,168.04000000000005
M01AB,naive,2019-05-31,3,181.91000000000008,168.04000000000005
M01AB,seasonal_naive,2019-05-31,1,151.5400000000001,141.18
M01AB,seasonal_naive,2019-05-31,3,181.91000000000008,140.00000000000003
M01AB,moving_average,2019-05-31,1,151.5400000000001,161.31666666666672
M01AB,moving_average,2019-05-31,3,181.91000000000008,161.31666666666672
M01AB,holt_winters,2019-05-31,1,151.5400000000001,152.36243715455691
M01AB,holt_winters,2019-05-31,3,181.91000000000008,180.48469411961497
M01AB,sarima,2019-05-31,1,151.5400000000001,156.87725234100023
M01AB,sarima,2019-05-31,3,181.91000000000008,156.5628915930559
M01AE,naive,2017-06-30,1,116.20600000000005,103.006
M01AE,naive,2017-06-30,3,118.71100000000004,103.006
M01AE,seasonal_naive,2017-06-30,1,116.20600000000005,141.01900000000003
M01AE,seasonal_naive,2017-06-30,3,118.71100000000004,126.21799999999996
M01AE,moving_average,2017-06-30,1,116.20600000000005,107.44866666666671
M01AE,moving_average,2017-06-30,3,118.71100000000004,107.44866666666671
M01AE,holt_winters,2017-06-30,1,116.20600000000005,107.24720939612773
M01AE,holt_winters,2017-06-30,3,118.71100000000004,106.23572847662012
M01AE,sarima,2017-06-30,1,116.20600000000005,118.83938461705912
M01AE,sarima,2017-06-30,3,118.71100000000004,122.24588857205987
M01AE,naive,2017-07-31,1,112.47,116.20600000000005
M01AE,naive,2017-07-31,3,88.737,116.20600000000005
M01AE,seasonal_naive,2017-07-31,1,112.47,114.37499999999996
M01AE,seasonal_naive,2017-07-31,3,88.737,142.0560000000001
M01AE,moving_average,2017-07-31,1,112.47,112.4456666666667
M01AE,moving_average,2017-07-31,3,88.737,112.4456666666667
M01AE,holt_winters,2017-07-31,1,112.47,107.71142831675098
M01AE,holt_winters,2017-07-31,3,88.737,128.09452192825717
M01AE,sarima,2017-07-31,1,112.47,121.7152559834514
M01AE,sarima,2017-07-31,3,88.737,122.16968385585517
M01AE,naive,2017-08-31,1,118.71100000000004,112.47
M01AE,naive,2017-08-31,3,119.78000000000004,112.47
M01AE,seasonal_naive,2017-08-31,1,118.71100000000004,126.21799999999996
M01AE,seasonal_naive,2017-08-31,3,119.78000000000004,116.84999999999997
M01AE,moving_average,2017-08-31,1,118.71100000000004,110.56066666666668
M01AE,moving_average,2017-08-31,3,119.78000000000004,110.56066666666668
M01AE,holt_winters,2017-08-31,1,118.71100000000004,109.99219321075849
M01AE,holt_winters,2017-08-31,3,119.78000000000004,99.30454939115789
M01AE,sarima,2017-08-31,1,118.71100000000004,120.28032892133959
M01AE,sarima,2017-08-31,3,119.78000000000004,121.91178821288649
M01AE,naive,2017-09-30,1,88.737,118.71100000000004
M01AE,naive,2017-09-30,3,121.66300000000004,118.71100000000004
M01AE,seasonal_naive,2017-09-30,1,88.737,142.0560000000001
M01AE,seasonal_naive,2017-09-30,3,121.66300000000004,135.05600000000004
M01AE,moving_average,2017-09-30,1,88.737,115.79566666666669
M01AE,moving_average,2017-09-30,3,121.66300000000004,115.79566666666669
M01AE,holt_winters,2017-09-30,1,88.737,131.7111133074832
M01AE,holt_winters,2017-09-30,3,121.66300000000004,110.95910040965762
M01AE,sarima,2017-09-30,1,88.737,121.5909356024758
M01AE,sarima,2017-09-30,3,121.66300000000004,121.86770087232874
M01AE,naive,2017-10-31,1,119.78000000000004,88.737
M01AE,naive,2017-10-31,3,109.44599999999998,88.737
M01AE,seasonal_naive,2017-10-31,1,119.78000000000004,116.84999999999997
M01AE,seasonal_naive,2017-10-31,3,109.44599999999998,150.991249999
M01AE,moving_average,2017-10-31,1,119.78000000000004,106.63933333333334
M01AE,moving_average,2017-10-31,3,109.44599999999998,106.63933333333334
M01AE,holt_winters,2017-10-31,1,119.78000000000004,94.08001273623601
M01AE,holt_winters,2017-10-31,3,109.44599999999998,103.59926896435279
M01AE,sarima,2017-10-31,1,119.78000000000004,115.15533687383169
M01AE,sarima,2017-10-31,3,109.44599999999998,120.99190000607256
M01AE,naive,2017-11-30,1,121.66300000000004,119.78000000000004
M01AE,naive,2017-11-30,3,132.80400000000014,119.78000000000004
M01AE,seasonal_naive,2017-11-30,1,121.66300000000004,135.05600000000004
M01AE,seasonal_naive,2017-11-30,3,132.80400000000014,103.517
M01AE,moving_average,2017-11-30,1,121.66300000000004,109.07600000000002
M01AE,moving_average,2017-11-30,3,132.80400000000014,109.07600000000002
M01AE,holt_winters,2017-11-30,1,121.66300000000004,107.84516891161968
M01AE,holt_winters,2017-11-30,3,132.80400000000014,102.27544734313268
M01AE,sarima,2017-11-30,1,121.66300000000004,121.86237921122184
M01AE,sarima,2017-11-30,3,132.80400000000014,121.11384888889997
M01AE,naive,2017-12-31,1,109.44599999999998,121.66300000000004
M01AE,naive,2017-12-31,3,111.764,121.66300000000004
M01AE,seasonal_naive,2017-12-31,1,109.44599999999998,150.991249999
M01AE,seasonal_naive,2017-12-31,3,111.764,111.055
M01AE,moving_average,2017-12-31,1,109.44599999999998,110.06000000000002
M01AE,moving_average,2017-12-31,3,111.764,110.06000000000002
M01AE,holt_winters,2017-12-31,1,109.44599999999998,112.88618701632697
M01AE,holt_winters,2017-12-31,3,111.764,110.45581467786302
M01AE,sarima,2017-12-31,1,109.44599999999998,121.07477406141571
M01AE,sarima,2017-12-31,3,111.764,121.10879029911143
M01AE,naive,2018-01-31,1,132.80400000000014,109.44599999999998
M01AE,naive,2018-01-31,3,107.723,109.44599999999998
M01AE,seasonal_naive,2018-01-31,1,132.80400000000014,103.517
M01AE,seasonal_naive,2018-01-31,3,107.723,101.21500000000002
M01AE,moving_average,2018-01-31,1,132.80400000000014,116.96300000000002
M01AE,moving_average,2018-01-31,3,107.723,116.96300000000002
M01AE,holt_winters,2018-01-31,1,132.80400000000014,104.47680284725013
M01AE,holt_winters,2018-01-31,3,107.723,92.65650118922946
M01AE,sarima,2018-01-31,1,132.80400000000014,118.81828374257806
M01AE,sarima,2018-01-31,3,107.723,120.81940540823636
M01AE,naive,2018-02-28,1,111.764,132.80400000000014
M01AE,naive,2018-02-28,3,103.522,132.80400000000014
M01AE,seasonal_naive,2018-02-28,1,111.764,111.055
M01AE,seasonal_naive,2018-02-28,3,103.522,118.12500000000006
M01AE,moving_average,2018-02-28,1,111.764,121.30433333333339
M01AE,moving_average,2018-02-28,3,103.522,121.30433333333339
M01AE,holt_winters,2018-02-28,1,111.764,115.05980589501974
M01AE,holt_winters,2018-02-28,3,103.522,102.21446276490433
M01AE,sarima,2018-02-28,1,111.764,123.44711269165896
M01AE,sarima,2018-02-28,3,103.522,121.15996624104936
M01AE,naive,2018-03-31,1,107.723,111.764
M01AE,naive,2018-03-31,3,114.22600000000004,111.764
M01AE,seasonal_naive,2018-03-31,1,107.723,101.21500000000002
M01AE,seasonal_naive,2018-03-31,3,114.22600000000004,103.006
M01AE,moving_average,2018-03-31,1,107.723,118.00466666666671
M01AE,moving_average,2018-03-31,3,114.22600000000004,118.00466666666671
M01AE,holt_winters,2018-03-31,1,107.723,97.23379967668119
M01AE,holt_winters,2018-03-31,3,114.22600000000004,90.84998993224632
M01AE,sarima,2018-03-31,1,107.723,119.08236082231387
M01AE,sarima,2018-03-31,3,114.22600000000004,120.88832316681571
M01AE,naive,2018-04-30,1,103.522,107.723
M01AE,naive,2018-04-30,3,132.54900000000006,107.723
M01AE,seasonal_naive,2018-04-30,1,103.522,118.12500000000006
M01AE,seasonal_naive,2018-04-30,3,132.54900000000006,116.20600000000005
M01AE,moving_average,2018-04-30,1,103.522,117.4303333333334
M01AE,moving_average,2018-04-30,3,132.54900000000006,117.4303333333334
M01AE,holt_winters,2018-04-30,1,103.522,103.58134090225919
M01AE,holt_winters,2018-04-30,3,132.54900000000006,101.1338826899255
M01AE,sarima,2018-04-30,1,103.522,118.77733302816583
M01AE,sarima,2018-04-30,3,132.54900000000006,120.62224873655217
M01AE,naive,2018-05-31,1,114.22600000000004,103.522
M01AE,naive,2018-05-31,3,114.71900000000004,103.522
M01AE,seasonal_naive,2018-05-31,1,114.22600000000004,103.006
M01AE,seasonal_naive,2018-05-31,3,114.71900000000004,112.47
M01AE,moving_average,2018-05-31,1,114.22600000000004,107.66966666666667
M01AE,moving_average,2018-05-31,3,114.71900000000004,107.66966666666667
M01AE,holt_winters,2018-05-31,1,114.22600000000004,92.85297472279329
M01AE,holt_winters,2018-05-31,3,114.71900000000004,100.14653434483223
M01AE,sarima,2018-05-31,1,114.22600000000004,117.68126654694643
M01AE,sarima,2018-05-31,3,114.71900000000004,120.27144519954994
M01AE,naive,2018-06-30,1,132.54900000000006,114.22600000000004
M01AE,naive,2018-06-30,3,114.99200000000008,114.22600000000004
M01AE,seasonal_naive,2018-06-30,1,132.54900000000006,116.20600000000005
M01AE,seasonal_naive,2018-06-30,3,114.99200000000008,118.71100000000004
M01AE,moving_average,2018-06-30,1,132.54900000000006,108.49033333333335
M01AE,moving_average,2018-06-30,3,114.99200000000008,108.49033333333335
M01AE,holt_winters,2018-06-30,1,132.54900000000006,105.70351258163433
M01AE,holt_winters,2018-06-30,3,114.99200000000008,109.08372067847591
M01AE,sarima,2018-06-30,1,132.54900000000006,119.60150930389554
M01AE,sarima,2018-06-30,3,114.99200000000008,120.19279427621719
M01AE,naive,2018-07-31,1,114.71900000000004,132.54900000000006
M01AE,naive,2018-07-31,3,129.4000000000001,132.54900000000006
M01AE,seasonal_naive,2018-07-31,1,114.71900000000004,112.47
M01AE,seasonal_naive,2018-07-31,3,129.4000000000001,88.737
M01AE,moving_average,2018-07-31,1,114.71900000000004,116.76566666666672
M01AE,moving_average,2018-07-31,3,129.4000000000001,116.76566666666672
M01AE,holt_winters,2018-07-31,1,114.71900000000004,112.70287641069292
M01AE,holt_winters,2018-07-31,3,129.4000000000001,133.22898218987717
M01AE,sarima,2018-07-31,1,114.71900000000004,122.70626485685962
M01AE,sarima,2018-07-31,3,129.4000000000001,120.47874146181596
M01AE,naive,2018-08-31,1,114.99200000000008,114.71900000000004
M01AE,naive,2018-08-31,3,105.48700000000004,114.71900000000004
M01AE,seasonal_naive,2018-08-31,1,114.99200000000008,118.71100000000004
M01AE,seasonal_naive,2018-08-31,3,105.48700000000004,119.78000000000004
M01AE,moving_average,2018-08-31,1,114.99200000000008,120.49800000000005
M01AE,moving_average,2018-08-31,3,105.48700000000004,120.49800000000005
M01AE,holt_winters,2018-08-31,1,114.99200000000008,118.71969864427194
M01AE,holt_winters,2018-08-31,3,105.48700000000004,114.2800479345898
M01AE,sarima,2018-08-31,1,114.99200000000008,118.98045999729864
M01AE,sarima,2018-08-31,3,105.48700000000004,120.30834124387002
M01AE,naive,2018-09-30,1,129.4000000000001,114.99200000000008
M01AE,naive,2018-09-30,3,113.02400000000011,114.99200000000008
M01AE,seasonal_naive,2018-09-30,1,129.4000000000001,88.737
M01AE,seasonal_naive,2018-09-30,3,113.02400000000011,121.66300000000004
M01AE,moving_average,2018-09-30,1,129.4000000000001,120.75333333333339
M01AE,moving_average,2018-09-30,3,113.02400000000011,120.75333333333339
M01AE,holt_winters,2018-09-30,1,129.4000000000001,132.77671521850735
M01AE,holt_winters,2018-09-30,3,113.02400000000011,125.5054117129467
M01AE,sarima,2018-09-30,1,129.4000000000001,119.55060103854737
M01AE,sarima,2018-09-30,3,113.02400000000011,120.22315437518556
M01AE,naive,2018-10-31,1,105.48700000000004,129.4000000000001
M01AE,naive,2018-10-31,3,222.35100000000017,129.4000000000001
M01AE,seasonal_naive,2018-10-31,1,105.48700000000004,119.78000000000004
M01AE,seasonal_naive,2018-10-31,3,222.35100000000017,109.44599999999998
M01AE,moving_average,2018-10-31,1,105.48700000000004,119.70366666666673
M01AE,moving_average,2018-10-31,3,222.35100000000017,119.70366666666673
M01AE,holt_winters,2018-10-31,1,105.48700000000004,112.19241472515779
M01AE,holt_winters,2018-10-31,3,222.35100000000017,127.82355660580927
M01AE,sarima,2018-10-31,1,105.48700000000004,122.08720357094039
M01AE,sarima,2018-10-31,3,222.35100000000017,120.42826185716238
M01AE,naive,2018-11-30,1,113.02400000000011,105.48700000000004
M01AE,naive,2018-11-30,3,142.15500000000014,105.48700000000004
M01AE,seasonal_naive,2018-11-30,1,113.02400000000011,121.66300000000004
M01AE,seasonal_naive,2018-11-30,3,142.15500000000014,132.80400000000014
M01AE,moving_average,2018-11-30,1,113.02400000000011,116.62633333333339
M01AE,moving_average,2018-11-30,3,142.15500000000014,116.62633333333339
M01AE,holt_winters,2018-11-30,1,113.02400000000011,122.3417042535316
M01AE,holt_winters,2018-11-30,3,142.15500000000014,123.78915915569988
M01AE,sarima,2018-11-30,1,113.02400000000011,117.4335517010812
