sale_date,category_code,units_sold,granularity
2015-03-08,M01AB,41.68,weekly
2015-03-15,M01AB,27.02,weekly
2015-03-22,M01AB,42.0,weekly
2015-03-29,M01AB,25.01,weekly
2015-04-05,M01AB,35.01,weekly
2015-04-12,M01AB,40.18,weekly
2015-04-19,M01AB,41.65,weekly
2015-04-26,M01AB,36.66,weekly
2015-05-03,M01AB,29.34,weekly
2015-05-10,M01AB,22.0,weekly
2015-05-17,M01AB,35.0,weekly
2015-05-24,M01AB,35.68,weekly
2015-05-31,M01AB,50.33,weekly
2015-06-07,M01AB,35.34,weekly
2015-06-14,M01AB,28.34,weekly
2015-06-21,M01AB,41.67,weekly
2015-06-28,M01AB,39.84,weekly
2015-07-05,M01AB,36.36,weekly
2015-07-12,M01AB,30.51,weekly
2015-07-19,M01AB,38.71,weekly
2015-07-26,M01AB,36.35,weekly
2015-08-02,M01AB,50.36,weekly
2015-08-09,M01AB,33.83,weekly
2015-08-16,M01AB,41.01,weekly
2015-08-23,M01AB,41.17,weekly
2015-08-30,M01AB,51.68,weekly
2015-09-06,M01AB,39.35,weekly
2015-09-13,M01AB,38.33,weekly
2015-09-20,M01AB,38.67,weekly
2015-09-27,M01AB,41.22,weekly
2015-10-04,M01AB,44.65,weekly
2015-10-11,M01AB,45.33,weekly
2015-10-18,M01AB,42.66,weekly
2015-10-25,M01AB,48.17,weekly
2015-11-01,M01AB,29.98,weekly
2015-11-08,M01AB,32.49,weekly
2015-11-15,M01AB,36.97,weekly
2015-11-22,M01AB,32.01,weekly
2015-11-29,M01AB,31.65,weekly
2015-12-06,M01AB,31.32,weekly
2015-12-13,M01AB,41.51,weekly
2015-12-20,M01AB,32.99,weekly
2015-12-27,M01AB,31.98,weekly
2016-01-03,M01AB,33.33,weekly
2016-01-10,M01AB,41.65,weekly
2016-01-17,M01AB,51.67,weekly
2016-01-24,M01AB,27.98,weekly
2016-01-31,M01AB,46.01,weekly
2016-02-07,M01AB,51.66,weekly
2016-02-14,M01AB,33.83,weekly
2016-02-21,M01AB,38.67,weekly
2016-02-28,M01AB,42.65,weekly
2016-03-06,M01AB,38.16,weekly
2016-03-13,M01AB,28.83,weekly
2016-03-20,M01AB,42.64,weekly
2016-03-27,M01AB,35.5,weekly
2016-04-03,M01AB,38.18,weekly
2016-04-10,M01AB,47.66,weekly
2016-04-17,M01AB,27.66,weekly
2016-04-24,M01AB,32.98,weekly
2016-05-01,M01AB,38.64,weekly
2016-05-08,M01AB,35.32,weekly
2016-05-15,M01AB,34.34,weekly
2016-05-22,M01AB,28.68,weekly
2016-05-29,M01AB,59.68,weekly
2016-06-05,M01AB,41.67,weekly
2016-06-12,M01AB,55.99,weekly
2016-06-19,M01AB,28.67,weekly
2016-06-26,M01AB,34.35,weekly
2016-07-03,M01AB,33.66,weekly
2016-07-10,M01AB,41.34,weekly
2016-07-17,M01AB,41.89833333,weekly
2016-07-24,M01AB,39.65,weekly
2016-07-31,M01AB,56.31,weekly
2016-08-07,M01AB,53.99,weekly
2016-08-14,M01AB,53.34,weekly
2016-08-21,M01AB,43.98,weekly
2016-08-28,M01AB,40.16,weekly
2016-09-04,M01AB,47.66,weekly
2016-09-11,M01AB,32.63,weekly
2016-09-18,M01AB,37.66,weekly
2016-09-25,M01AB,33.67,weekly
2016-10-02,M01AB,65.33,weekly
2016-10-09,M01AB,36.35,weekly
2016-10-16,M01AB,41.65,weekly
2016-10-23,M01AB,38.96,weekly
2016-10-30,M01AB,42.81,weekly
2016-11-06,M01AB,34.98666667,weekly
2016-11-13,M01AB,46.33,weekly
2016-11-20,M01AB,37.66,weekly
2016-11-27,M01AB,37.02,weekly
2016-12-04,M01AB,34.18,weekly
2016-12-11,M01AB,41.85,weekly
2016-12-18,M01AB,35.14,weekly
2016-12-25,M01AB,26.0,weekly
2017-01-01,M01AB,49.20375,weekly
2017-01-08,M01AB,33.6875,weekly
2017-01-15,M01AB,48.74583333,weekly
2017-01-22,M01AB,39.45416667,weekly
2017-01-29,M01AB,43.97083333,weekly
2017-02-05,M01AB,54.1575,weekly
2017-02-12,M01AB,47.3225,weekly
2017-02-19,M01AB,27.33,weekly
2017-02-26,M01AB,32.67,weekly
2017-03-05,M01AB,46.35,weekly
2017-03-12,M01AB,37.51,weekly
2017-03-19,M01AB,33.99,weekly
2017-03-26,M01AB,36.83,weekly
2017-04-02,M01AB,28.18,weekly
2017-04-09,M01AB,32.66,weekly
2017-04-16,M01AB,48.66,weekly
2017-04-23,M01AB,32.3,weekly
2017-04-30,M01AB,32.99,weekly
2017-05-07,M01AB,25.34,weekly
2017-05-14,M01AB,38.98,weekly
2017-05-21,M01AB,31.67,weekly
2017-05-28,M01AB,32.33,weekly
2017-06-04,M01AB,31.01,weekly
2017-06-11,M01AB,30.49,weekly
2017-06-18,M01AB,21.66,weekly
2017-06-25,M01AB,28.16,weekly
2017-07-02,M01AB,34.68,weekly
2017-07-09,M01AB,35.49,weekly
2017-07-16,M01AB,27.67,weekly
2017-07-23,M01AB,41.83,weekly
2017-07-30,M01AB,29.635,weekly
2017-08-06,M01AB,41.66,weekly
2017-08-13,M01AB,20.01,weekly
2017-08-20,M01AB,35.82,weekly
2017-08-27,M01AB,40.65,weekly
2017-09-03,M01AB,55.86,weekly
2017-09-10,M01AB,38.17,weekly
2017-09-17,M01AB,27.0,weekly
2017-09-24,M01AB,39.98,weekly
2017-10-01,M01AB,20.67,weekly
2017-10-08,M01AB,32.66,weekly
2017-10-15,M01AB,33.67,weekly
2017-10-22,M01AB,29.5,weekly
2017-10-29,M01AB,31.98,weekly
2017-11-05,M01AB,29.5,weekly
2017-11-12,M01AB,40.52,weekly
2017-11-19,M01AB,35.32,weekly
2017-11-26,M01AB,45.99,weekly
2017-12-03,M01AB,38.34,weekly
2017-12-10,M01AB,27.01,weekly
2017-12-17,M01AB,38.51,weekly
2017-12-24,M01AB,24.33,weekly
2017-12-31,M01AB,50.17,weekly
2018-01-07,M01AB,28.33,weekly
2018-01-14,M01AB,34.48,weekly
2018-01-21,M01AB,36.65,weekly
2018-01-28,M01AB,25.83,weekly
2018-02-04,M01AB,26.98,weekly
2018-02-11,M01AB,42.18,weekly
2018-02-18,M01AB,31.51,weekly
2018-02-25,M01AB,29.35,weekly
2018-03-04,M01AB,19.33,weekly
2018-03-11,M01AB,36.65,weekly
2018-03-18,M01AB,31.33,weekly
2018-03-25,M01AB,28.01,weekly
2018-04-01,M01AB,43.0,weekly
2018-04-08,M01AB,38.85,weekly
2018-04-15,M01AB,38.83,weekly
2018-04-22,M01AB,29.84,weekly
2018-04-29,M01AB,50.67,weekly
2018-05-06,M01AB,29.01,weekly
2018-05-13,M01AB,53.82,weekly
2018-05-20,M01AB,27.69,weekly
2018-05-27,M01AB,31.16,weekly
2018-06-03,M01AB,49.17,weekly
2018-06-10,M01AB,30.32,weekly
2018-06-17,M01AB,31.52,weekly
2018-06-24,M01AB,27.51,weekly
2018-07-01,M01AB,28.5,weekly
2018-07-08,M01AB,30.99,weekly
2018-07-15,M01AB,33.67,weekly
2018-07-22,M01AB,33.66,weekly
2018-07-29,M01AB,39.53,weekly
2018-08-05,M01AB,26.34,weekly
2018-08-12,M01AB,38.65,weekly
2018-08-19,M01AB,31.32,weekly
2018-08-26,M01AB,35.34,weekly
2018-09-02,M01AB,27.7,weekly
2018-09-09,M01AB,34.16,weekly
2018-09-16,M01AB,40.16,weekly
2018-09-23,M01AB,33.34,weekly
2018-09-30,M01AB,36.84,weekly
2018-10-07,M01AB,30.52,weekly
2018-10-14,M01AB,32.66,weekly
2018-10-21,M01AB,32.85,weekly
2018-10-28,M01AB,32.0,weekly
2018-11-04,M01AB,46.65,weekly
2018-11-11,M01AB,39.99,weekly
2018-11-18,M01AB,37.34,weekly
2018-11-25,M01AB,43.33,weekly
2018-12-02,M01AB,31.83,weekly
2018-12-09,M01AB,23.49,weekly
2018-12-16,M01AB,23.34,weekly
2018-12-23,M01AB,37.68,weekly
2018-12-30,M01AB,45.03,weekly
2019-01-06,M01AB,41.0,weekly
2019-01-13,M01AB,35.66,weekly
2019-01-20,M01AB,51.19,weekly
2019-01-27,M01AB,38.35,weekly
2019-02-03,M01AB,52.18,weekly
2019-02-10,M01AB,32.35,weekly
2019-02-17,M01AB,35.01,weekly
2019-02-24,M01AB,22.35,weekly
2019-03-03,M01AB,26.68,weekly
2019-03-10,M01AB,30.51,weekly
2019-03-17,M01AB,43.51,weekly
2019-03-24,M01AB,35.99,weekly
2019-03-31,M01AB,31.17,weekly
2019-04-07,M01AB,36.19,weekly
2019-04-14,M01AB,30.33,weekly
2019-04-21,M01AB,29.84,weekly
2019-04-28,M01AB,57.7,weekly
2019-05-05,M01AB,31.36,weekly
2019-05-12,M01AB,36.35,weekly
2019-05-19,M01AB,40.0,weekly
2019-05-26,M01AB,42.17,weekly
2019-06-02,M01AB,32.49,weekly
2019-06-09,M01AB,37.67,weekly
2019-06-16,M01AB,37.2,weekly
2019-06-23,M01AB,35.66,weekly
2019-06-30,M01AB,34.01,weekly
2019-07-07,M01AB,34.65,weekly
2019-07-14,M01AB,44.0,weekly
2019-07-21,M01AB,47.33,weekly
2019-07-28,M01AB,36.52,weekly
2019-08-04,M01AB,44.01,weekly
2019-08-11,M01AB,40.99,weekly
2019-08-18,M01AB,45.18,weekly
2019-08-25,M01AB,41.87,weekly
2019-09-01,M01AB,30.36,weekly
2019-09-08,M01AB,40.71,weekly
2019-09-15,M01AB,35.51,weekly
2019-09-22,M01AB,46.84,weekly
2019-09-29,M01AB,34.01,weekly
2019-10-06,M01AB,38.7,weekly
2019-10-13,M01AB,7.67,weekly
2014-01-05,M01AE,11.67,weekly
2014-01-12,M01AE,12.68,weekly
2014-01-19,M01AE,26.34,weekly
2014-01-26,M01AE,32.37,weekly
2014-02-02,M01AE,23.35,weekly
2014-02-09,M01AE,29.72,weekly
2014-02-16,M01AE,30.69,weekly
2014-02-23,M01AE,34.25,weekly
2014-03-02,M01AE,28.75,weekly
2014-03-09,M01AE,21.11,weekly
2014-03-16,M01AE,23.77,weekly
2014-03-23,M01AE,23.72,weekly
2014-03-30,M01AE,17.33,weekly
2014-04-06,M01AE,22.05,weekly
2014-04-13,M01AE,20.38,weekly
2014-04-20,M01AE,19.38,weekly
2014-04-27,M01AE,20.215,weekly
2014-05-04,M01AE,27.16,weekly
2014-05-11,M01AE,32.485,weekly
2014-05-18,M01AE,26.4,weekly
2014-05-25,M01AE,22.278,weekly
2014-06-01,M01AE,22.08,weekly
2014-06-08,M01AE,23.06,weekly
2014-06-15,M01AE,17.4,weekly
2014-06-22,M01AE,20.73,weekly
2014-06-29,M01AE,27.5,weekly
2014-07-06,M01AE,24.74,weekly
2014-07-13,M01AE,22.38,weekly
2014-07-20,M01AE,20.76,weekly
2014-07-27,M01AE,28.77,weekly
2014-08-03,M01AE,7.71,weekly
2014-08-10,M01AE,19.74,weekly
2014-08-17,M01AE,19.53,weekly
2014-08-24,M01AE,25.225,weekly
2014-08-31,M01AE,31.275,weekly
2014-09-07,M01AE,29.369,weekly
2014-09-14,M01AE,22.41,weekly
2014-09-21,M01AE,22.915,weekly
2014-09-28,M01AE,25.38,weekly
2014-10-05,M01AE,26.456,weekly
2014-10-12,M01AE,23.085,weekly
2014-10-19,M01AE,30.6103125,weekly
2014-10-26,M01AE,25.14,weekly
2014-11-02,M01AE,14.82,weekly
2014-11-09,M01AE,31.05,weekly
2014-11-16,M01AE,24.34,weekly
2014-11-23,M01AE,25.04,weekly
2014-11-30,M01AE,18.09,weekly
2014-12-07,M01AE,30.281,weekly
2014-12-14,M01AE,22.02,weekly
2014-12-21,M01AE,20.69,weekly
2014-12-28,M01AE,32.79,weekly
2015-01-04,M01AE,34.54,weekly
2015-01-11,M01AE,37.311,weekly
2015-01-18,M01AE,30.35,weekly
2015-01-25,M01AE,14.538,weekly
2015-02-01,M01AE,36.58,weekly
2015-02-08,M01AE,31.329,weekly
2015-02-15,M01AE,29.646,weekly
2015-02-22,M01AE,32.782,weekly
2015-03-01,M01AE,30.526,weekly
2015-03-08,M01AE,25.777,weekly
2015-03-15,M01AE,29.867,weekly
2015-03-22,M01AE,27.35,weekly
2015-03-29,M01AE,31.672,weekly
2015-04-05,M01AE,23.807,weekly
2015-04-12,M01AE,24.825,weekly
2015-04-19,M01AE,22.868,weekly
2015-04-26,M01AE,21.835,weekly
2015-05-03,M01AE,21.013,weekly
2015-05-10,M01AE,34.129,weekly
2015-05-17,M01AE,31.083,weekly
2015-05-24,M01AE,23.452,weekly
2015-05-31,M01AE,24.047,weekly
2015-06-07,M01AE,28.02,weekly
2015-06-14,M01AE,24.99,weekly
2015-06-21,M01AE,23.04,weekly
2015-06-28,M01AE,29.31,weekly
2015-07-05,M01AE,27.02,weekly
2015-07-12,M01AE,26.38,weekly
2015-07-19,M01AE,20.37,weekly
2015-07-26,M01AE,23.34,weekly
2015-08-02,M01AE,36.73,weekly
2015-08-09,M01AE,22.65,weekly
2015-08-16,M01AE,37.703,weekly
2015-08-23,M01AE,24.746,weekly
2015-08-30,M01AE,38.38,weekly
2015-09-06,M01AE,41.22,weekly
2015-09-13,M01AE,33.632,weekly
2015-09-20,M01AE,27.551,weekly
2015-09-27,M01AE,31.036,weekly
2015-10-04,M01AE,30.079,weekly
2015-10-11,M01AE,24.244,weekly
2015-10-18,M01AE,40.093,weekly
2015-10-25,M01AE,21.835,weekly
2015-11-01,M01AE,28.993,weekly
2015-11-08,M01AE,28.097,weekly
2015-11-15,M01AE,38.11,weekly
2015-11-22,M01AE,23.792,weekly
2015-11-29,M01AE,28.419,weekly
2015-12-06,M01AE,24.97,weekly
2015-12-13,M01AE,36.286,weekly
2015-12-20,M01AE,24.385,weekly
2015-12-27,M01AE,26.858,weekly
2016-01-03,M01AE,25.637,weekly
2016-01-10,M01AE,25.136,weekly
2016-01-17,M01AE,27.211,weekly
2016-01-24,M01AE,33.375,weekly
2016-01-31,M01AE,37.66,weekly
2016-02-07,M01AE,38.957,weekly
2016-02-14,M01AE,36.618,weekly
2016-02-21,M01AE,23.442,weekly
2016-02-28,M01AE,30.851,weekly
2016-03-06,M01AE,38.082,weekly
2016-03-13,M01AE,44.87,weekly
2016-03-20,M01AE,48.752,weekly
2016-03-27,M01AE,26.515,weekly
2016-04-03,M01AE,27.436,weekly
2016-04-10,M01AE,41.244,weekly
2016-04-17,M01AE,32.917,weekly
2016-04-24,M01AE,26.154,weekly
2016-05-01,M01AE,33.805,weekly
2016-05-08,M01AE,35.0,weekly
2016-05-15,M01AE,31.64,weekly
2016-05-22,M01AE,27.962,weekly
2016-05-29,M01AE,19.906,weekly
2016-06-05,M01AE,22.859,weekly
2016-06-12,M01AE,26.003,weekly
2016-06-19,M01AE,30.571,weekly
2016-06-26,M01AE,25.572,weekly
2016-07-03,M01AE,27.616,weekly
2016-07-10,M01AE,41.462,weekly
2016-07-17,M01AE,32.483,weekly
2016-07-24,M01AE,25.947,weekly
2016-07-31,M01AE,29.82,weekly
2016-08-07,M01AE,25.306,weekly
2016-08-14,M01AE,34.554,weekly
2016-08-21,M01AE,23.31,weekly
2016-08-28,M01AE,23.388,weekly
2016-09-04,M01AE,23.918,weekly
2016-09-11,M01AE,33.196,weekly
2016-09-18,M01AE,34.522,weekly
2016-09-25,M01AE,27.927,weekly
2016-10-02,M01AE,26.178,weekly
2016-10-09,M01AE,31.957,weekly
2016-10-16,M01AE,29.267,weekly
2016-10-23,M01AE,34.651,weekly
2016-10-30,M01AE,30.655,weekly
2016-11-06,M01AE,21.959,weekly
2016-11-13,M01AE,33.97,weekly
2016-11-20,M01AE,22.319,weekly
2016-11-27,M01AE,32.399,weekly
2016-12-04,M01AE,25.265,weekly
2016-12-11,M01AE,23.892,weekly
2016-12-18,M01AE,27.539,weekly
2016-12-25,M01AE,29.634,weekly
2017-01-01,M01AE,42.70525,weekly
2017-01-08,M01AE,30.3825,weekly
2017-01-15,M01AE,34.27541667,weekly
2017-01-22,M01AE,30.46041667,weekly
2017-01-29,M01AE,42.04583333,weekly
2017-02-05,M01AE,42.41791667,weekly
2017-02-12,M01AE,29.09,weekly
2017-02-19,M01AE,22.648,weekly
2017-02-26,M01AE,32.354,weekly
2017-03-05,M01AE,31.48,weekly
2017-03-12,M01AE,27.736,weekly
2017-03-19,M01AE,18.654,weekly
2017-03-26,M01AE,29.719,weekly
2017-04-02,M01AE,18.389,weekly
2017-04-09,M01AE,21.023,weekly
2017-04-16,M01AE,15.904,weekly
2017-04-23,M01AE,26.812,weekly
2017-04-30,M01AE,31.253,weekly
2017-05-07,M01AE,27.396,weekly
2017-05-14,M01AE,23.892,weekly
2017-05-21,M01AE,31.409,weekly
2017-05-28,M01AE,25.58,weekly
2017-06-04,M01AE,20.991,weekly
2017-06-11,M01AE,30.596,weekly
2017-06-18,M01AE,30.099,weekly
2017-06-25,M01AE,14.98,weekly
2017-07-02,M01AE,22.198,weekly
2017-07-09,M01AE,24.249,weekly
2017-07-16,M01AE,36.152,weekly
2017-07-23,M01AE,27.196,weekly
2017-07-30,M01AE,21.789,weekly
2017-08-06,M01AE,17.361,weekly
2017-08-13,M01AE,26.372,weekly
2017-08-20,M01AE,24.529,weekly
2017-08-27,M01AE,27.929,weekly
2017-09-03,M01AE,27.681,weekly
2017-09-10,M01AE,32.36,weekly
2017-09-17,M01AE,24.063,weekly
2017-09-24,M01AE,30.489,weekly
2017-10-01,M01AE,27.098,weekly
2017-10-08,M01AE,22.364,weekly
2017-10-15,M01AE,17.809,weekly
2017-10-22,M01AE,22.792,weekly
2017-10-29,M01AE,14.858,weekly
2017-11-05,M01AE,31.459,weekly
2017-11-12,M01AE,25.356,weekly
2017-11-19,M01AE,28.181,weekly
2017-11-26,M01AE,31.004,weekly
2017-12-03,M01AE,26.156,weekly
2017-12-10,M01AE,20.066,weekly
2017-12-17,M01AE,28.746,weekly
2017-12-24,M01AE,21.46,weekly
2017-12-31,M01AE,34.038,weekly
2018-01-07,M01AE,17.311,weekly
2018-01-14,M01AE,30.345,weekly
2018-01-21,M01AE,19.624,weekly
2018-01-28,M01AE,28.967,weekly
2018-02-04,M01AE,38.715,weekly
2018-02-11,M01AE,28.725,weekly
2018-02-18,M01AE,43.618,weekly
2018-02-25,M01AE,29.305,weekly
2018-03-04,M01AE,20.772,weekly
2018-03-11,M01AE,29.928,weekly
2018-03-18,M01AE,21.538,weekly
2018-03-25,M01AE,20.736,weekly
2018-04-01,M01AE,27.77,weekly
2018-04-08,M01AE,23.301,weekly
2018-04-15,M01AE,22.308,weekly
2018-04-22,M01AE,26.671,weekly
2018-04-29,M01AE,25.443,weekly
2018-05-06,M01AE,28.895,weekly
2018-05-13,M01AE,24.282,weekly
2018-05-20,M01AE,24.286,weekly
2018-05-27,M01AE,20.346,weekly
2018-06-03,M01AE,20.385,weekly
2018-06-10,M01AE,26.023,weekly
2018-06-17,M01AE,31.195,weekly
2018-06-24,M01AE,29.299,weekly
2018-07-01,M01AE,23.39,weekly
2018-07-08,M01AE,33.31,weekly
2018-07-15,M01AE,31.353,weekly
2018-07-22,M01AE,32.057,weekly
2018-07-29,M01AE,22.07,weekly
2018-08-05,M01AE,20.936,weekly
2018-08-12,M01AE,27.817,weekly
2018-08-19,M01AE,33.509,weekly
2018-08-26,M01AE,30.097,weekly
2018-09-02,M01AE,17.799,weekly
2018-09-09,M01AE,20.522,weekly
2018-09-16,M01AE,20.918,weekly
2018-09-23,M01AE,32.186,weekly
2018-09-30,M01AE,35.993,weekly
2018-10-07,M01AE,31.639,weekly
2018-10-14,M01AE,28.57,weekly
2018-10-21,M01AE,27.164,weekly
2018-10-28,M01AE,30.677,weekly
2018-11-04,M01AE,21.431,weekly
2018-11-11,M01AE,19.789,weekly
2018-11-18,M01AE,26.113,weekly
2018-11-25,M01AE,29.494,weekly
2018-12-02,M01AE,34.568,weekly
2018-12-09,M01AE,21.509,weekly
2018-12-16,M01AE,21.913,weekly
2018-12-23,M01AE,17.239,weekly
2018-12-30,M01AE,33.145,weekly
2019-01-06,M01AE,31.263,weekly
2019-01-13,M01AE,28.404,weekly
2019-01-20,M01AE,52.069,weekly
2019-01-27,M01AE,53.243,weekly
2019-02-03,M01AE,53.571,weekly
2019-02-10,M01AE,47.251,weekly
2019-02-17,M01AE,36.772,weekly
2019-02-24,M01AE,24.635,weekly
2019-03-03,M01AE,18.414,weekly
2019-03-10,M01AE,16.569,weekly
2019-03-17,M01AE,22.953,weekly
2019-03-24,M01AE,20.661,weekly
2019-03-31,M01AE,43.774,weekly
2019-04-07,M01AE,25.685,weekly
2019-04-14,M01AE,28.165,weekly
2019-04-21,M01AE,24.027,weekly
2019-04-28,M01AE,14.514,weekly
2019-05-05,M01AE,27.413,weekly
2019-05-12,M01AE,19.968,weekly
2019-05-19,M01AE,18.023,weekly
2019-05-26,M01AE,28.925,weekly
2019-06-02,M01AE,14.703,weekly
2019-06-09,M01AE,16.537,weekly
2019-06-16,M01AE,23.259,weekly
2019-06-23,M01AE,27.388,weekly
2019-06-30,M01AE,30.443,weekly
2019-07-07,M01AE,20.777,weekly
2019-07-14,M01AE,31.319,weekly
2019-07-21,M01AE,18.649,weekly
2019-07-28,M01AE,19.439,weekly
2019-08-04,M01AE,23.3,weekly
2019-08-11,M01AE,19.219,weekly
2019-08-18,M01AE,19.109,weekly
2019-08-25,M01AE,27.516,weekly
2019-09-01,M01AE,16.842,weekly
2019-09-08,M01AE,26.767,weekly
2019-09-15,M01AE,30.977,weekly
2019-09-22,M01AE,25.396,weekly
2019-09-29,M01AE,22.498,weekly
2019-10-06,M01AE,32.502,weekly
2019-10-13,M01AE,6.237,weekly
2014-01-05,N02BA,21.3,weekly
2014-01-12,N02BA,37.9,weekly
2014-01-19,N02BA,45.9,weekly
2014-01-26,N02BA,31.5,weekly
2014-02-02,N02BA,20.7,weekly
2014-02-09,N02BA,53.3,weekly
2014-02-16,N02BA,47.3,weekly
2014-02-23,N02BA,44.2,weekly
2014-03-02,N02BA,40.355,weekly
2014-03-09,N02BA,31.8,weekly
2014-03-16,N02BA,36.2,weekly
2014-03-23,N02BA,26.1,weekly
2014-03-30,N02BA,36.2,weekly
2014-04-06,N02BA,36.4,weekly
2014-04-13,N02BA,21.2,weekly
2014-04-20,N02BA,35.15,weekly
2014-04-27,N02BA,22.0,weekly
2014-05-04,N02BA,23.9,weekly
2014-05-11,N02BA,29.6,weekly
2014-05-18,N02BA,35.2,weekly
2014-05-25,N02BA,33.7,weekly
2014-06-01,N02BA,25.1,weekly
2014-06-08,N02BA,33.9,weekly
2014-06-15,N02BA,23.6,weekly
2014-06-22,N02BA,26.1,weekly
2014-06-29,N02BA,37.3,weekly
2014-07-06,N02BA,30.0,weekly
2014-07-13,N02BA,34.7,weekly
2014-07-20,N02BA,20.5,weekly
2014-07-27,N02BA,33.1,weekly
2014-08-03,N02BA,23.2,weekly
2014-08-10,N02BA,28.4,weekly
2014-08-17,N02BA,34.7,weekly
2014-08-24,N02BA,20.5,weekly
2014-08-31,N02BA,29.0,weekly
2014-09-07,N02BA,23.6,weekly
2014-09-14,N02BA,22.4,weekly
2014-09-21,N02BA,28.7,weekly
2014-09-28,N02BA,31.1,weekly
2014-10-05,N02BA,30.6,weekly
2014-10-12,N02BA,33.1,weekly
2014-10-19,N02BA,28.3375,weekly
2014-10-26,N02BA,25.2,weekly
2014-11-02,N02BA,34.1,weekly
2014-11-09,N02BA,29.8,weekly
2014-11-16,N02BA,31.3,weekly
2014-11-23,N02BA,37.5,weekly
2014-11-30,N02BA,39.6,weekly
2014-12-07,N02BA,18.3,weekly
2014-12-14,N02BA,30.4,weekly
2014-12-21,N02BA,24.34,weekly
2014-12-28,N02BA,27.784,weekly
2015-01-04,N02BA,24.7,weekly
2015-01-11,N02BA,32.9,weekly
2015-01-18,N02BA,38.8,weekly
2015-01-25,N02BA,32.2,weekly
2015-02-01,N02BA,29.7,weekly
2015-02-08,N02BA,31.6,weekly
2015-02-15,N02BA,44.2,weekly
2015-02-22,N02BA,20.63,weekly
2015-03-01,N02BA,31.1,weekly
2015-03-08,N02BA,23.7,weekly
2015-03-15,N02BA,33.0,weekly
2015-03-22,N02BA,24.3,weekly
2015-03-29,N02BA,28.9,weekly
2015-04-05,N02BA,42.1,weekly
2015-04-12,N02BA,30.4,weekly
2015-04-19,N02BA,32.0,weekly
2015-04-26,N02BA,24.9,weekly
2015-05-03,N02BA,23.94,weekly
2015-05-10,N02BA,30.8,weekly
2015-05-17,N02BA,39.5,weekly
2015-05-24,N02BA,23.2,weekly
2015-05-31,N02BA,32.5,weekly
2015-06-07,N02BA,27.7,weekly
2015-06-14,N02BA,30.5,weekly
2015-06-21,N02BA,35.76,weekly
2015-06-28,N02BA,41.5,weekly
2015-07-05,N02BA,28.3,weekly
2015-07-12,N02BA,24.2,weekly
2015-07-19,N02BA,23.0,weekly
2015-07-26,N02BA,27.8,weekly
2015-08-02,N02BA,40.2,weekly
2015-08-09,N02BA,31.7,weekly
2015-08-16,N02BA,33.6,weekly
2015-08-23,N02BA,29.0,weekly
2015-08-30,N02BA,27.7,weekly
2015-09-06,N02BA,25.3,weekly
2015-09-13,N02BA,34.1,weekly
2015-09-20,N02BA,23.9,weekly
2015-09-27,N02BA,23.5,weekly
2015-10-04,N02BA,22.0,weekly
